"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000081441",1.62102170432148,0.414391561344949,1.76930060988855,0.234212071724234,0.814820343751316,0.999923589617851
"ENSMUSG00000067879",12100.4749706695,-0.159195294764727,0.111265689326085,-1.43076716397429,0.152496956783559,0.999923589617851
"ENSMUSG00000099827",1.22698899573009,-0.445912389180188,1.67363624803473,-0.26643327646841,0.789905540180573,0.999923589617851
"ENSMUSG00000057335",1468.42818116406,0.135416090277414,0.139964656442949,0.967502037434796,0.333293123222037,0.999923589617851
"ENSMUSG00000103634",1.10039395195869,-0.919571449186183,1.53451712866982,-0.599257859039541,0.549000944843463,0.999923589617851
"ENSMUSG00000104154",14.4678119826684,-0.389821153925822,0.845808044822515,-0.460886079663173,0.644880339407826,0.999923589617851
"ENSMUSG00000103435",4.32961463172878,0.500792629794888,0.970033930407774,0.516263002866683,0.605670732414812,0.999923589617851
"ENSMUSG00002076271",1.14332727795845,2.15117440394701,1.90349373178921,1.13011898490729,0.258426091048842,0.999923589617851
"ENSMUSG00000053286",855.605296861001,-0.0894768271318078,0.0871528552470015,-1.02666547043376,0.304578013816099,0.999923589617851
"ENSMUSG00000106406",1.66297450842896,-1.01618961879508,1.31610995678665,-0.772116048172872,0.440045698085784,0.999923589617851
"ENSMUSG00000103928",76.6895679427863,-0.0927221002663584,0.409044318897138,-0.226679838791931,0.820672705373126,0.999923589617851
"ENSMUSG00000026484",679.370226455347,-0.102998950203573,0.11292093336547,-0.9121333585706,0.361698519732976,0.999923589617851
"ENSMUSG00000103238",6.78427227351275,0.228097700015911,0.770892688945575,0.295887745839052,0.76731580968425,0.999923589617851
"ENSMUSG00000100551",1.26982599830636,-0.629017347735784,1.90276938684231,-0.330579917926708,0.74096181729903,0.999923589617851
"ENSMUSG00000025912",83.4013305933349,0.44487414023844,0.255295381925075,1.74258592883205,0.0814059696957831,0.999923589617851
"ENSMUSG00000045210",1548.97392186453,0.00176413775499054,0.104401365290945,0.0168976502373725,0.986518267339305,0.999923589617851
"ENSMUSG00000041763",1278.70240221033,-0.0293061047574592,0.113939533305551,-0.25720751970143,0.797018579364573,0.999923589617851
"ENSMUSG00000097893",6.58968390043956,-0.120835313651248,0.877754806271384,-0.137664086585347,0.890505903847547,0.999923589617851
"ENSMUSG00000026504",1055.65939096255,0.0381247925715966,0.0941445527296371,0.40496015399938,0.685506800362319,0.999923589617851
"ENSMUSG00000103367",14.6067369046963,-0.119714437610029,0.645603274130653,-0.185430344620282,0.852891509540945,0.999923589617851
"ENSMUSG00000102475",2.0555173070433,-0.549102906738475,1.70241347687015,-0.322543796908839,0.747040763911595,0.999923589617851
"ENSMUSG00000047343",7.66565931790213,0.387817406303829,0.65027329585481,0.596391407698862,0.55091377916345,0.999923589617851
"ENSMUSG00000102211",14.0014183231176,-0.699437126637187,0.704203636254875,-0.993231347621211,0.320597225023649,0.999923589617851
"ENSMUSG00000087082",10.4267765740399,-0.566461350392693,0.590947198497024,-0.958565083028387,0.337777889792834,0.999923589617851
"ENSMUSG00000103251",4.45322404923085,1.75534008964901,1.05227997332857,1.66813028294791,0.0952898668028976,0.999923589617851
"ENSMUSG00000091844",2.11030902721858,-2.10091155445009,1.8455960979529,-1.13833766596082,0.254979511697161,0.999923589617851
"ENSMUSG00000026483",79.1561697847322,0.00337486960031043,0.284341198269491,0.0118690841174265,0.990530063378826,0.999923589617851
"ENSMUSG00000100594",46.6995156108472,-0.39595309061538,0.266955406760787,-1.48321809780832,0.138016474359475,0.999923589617851
"ENSMUSG00000082012",1.04809113330908,3.4485432128584,2.38937103649605,1.44328493155069,0.148940222772799,0.999923589617851
"ENSMUSG00000100553",23.2330793610157,0.8917697226581,0.396163860916155,2.25101229727473,0.0243847585208248,0.999923589617851
"ENSMUSG00000019699",2901.04282230489,0.0848855401900604,0.122551510963393,0.692651926710362,0.488528014753481,0.999923589617851
"ENSMUSG00000104391",14.0580814523606,-0.307349180559607,0.823236837388392,-0.373342356173748,0.708893655936764,0.999923589617851
"ENSMUSG00000102133",8.07103277341283,0.81932129314262,0.772960325314261,1.05997845725071,0.289154400082244,0.999923589617851
"ENSMUSG00000102749",6.45086797704919,1.14895826948748,0.889259256804267,1.29203970686399,0.19634339409286,0.999923589617851
"ENSMUSG00000103163",3.40194000013149,2.2023899134855,1.12702709455928,1.95415879894771,0.0506824401565432,0.999923589617851
"ENSMUSG00000103646",25.1294839679453,1.31714121028653,0.668666595124057,1.96980261896015,0.0488609963218097,0.999923589617851
"ENSMUSG00000102427",5.87337357946924,0.901839990183304,0.995171789516574,0.906215388823865,0.364821859337119,0.999923589617851
"ENSMUSG00000103633",3.06479887667714,-1.55955780821447,1.26349159660979,-1.23432384702762,0.21708225324187,0.999923589617851
"ENSMUSG00000097892",12.169278260085,0.230848514526198,0.636108123532215,0.362907666143816,0.716673859857264,0.999923589617851
"ENSMUSG00000063659",8715.84052700683,0.0069438801841157,0.0797288903892119,0.0870936513755279,0.930597071680016,0.999923589617851
"ENSMUSG00000102432",8.20694728894859,-0.00421116613020324,0.636253121868482,-0.00661869621611651,0.994719083033522,0.999923589617851
"ENSMUSG00000026049",78.6125754440784,0.205038802187041,0.245974296000074,0.83357816455334,0.40451873435297,0.999923589617851
"ENSMUSG00000103767",1.34306843632699,1.00296383248503,2.13361044338398,0.470078235506898,0.638299123184021,0.999923589617851
"ENSMUSG00000101746",6.12138055941717,-0.241048061121506,0.733021318625326,-0.328841815369785,0.742275255054943,0.999923589617851
"ENSMUSG00000043019",1025.07274502434,0.0560965419375752,0.163267689091406,0.343586304490225,0.731157425787836,0.999923589617851
"ENSMUSG00000015962",1.12442578486453,3.53574438422079,2.33261918525748,1.5157829475841,0.129574245307844,0.999923589617851
"ENSMUSG00000032666",2583.71379497427,0.112773216909074,0.0830658842482901,1.35763578428884,0.174579282340229,0.999923589617851
"ENSMUSG00000015961",2458.80042203925,0.0131165001502307,0.0848719045930459,0.154544666024914,0.877180295828535,0.999923589617851
"ENSMUSG00000089657",0.937603571148566,0.520580119809669,1.99111419764457,0.261451663809891,0.79374422010274,0.999923589617851
"ENSMUSG00000014980",630.677253426404,0.0371015339947554,0.108595558154067,0.341648725099039,0.73261526388955,0.999923589617851
"ENSMUSG00000026235",4480.82544443003,0.105888349301992,0.103087275146321,1.02717187113244,0.304339540858092,0.999923589617851
"ENSMUSG00000099141",2.86844635822185,4.87508255281309,2.06299486131348,2.36310940188635,0.0181223189248686,0.999923589617851
"ENSMUSG00000032649",236.837858467196,0.0577374629813543,0.132175349318137,0.436824742882912,0.66223845342696,0.999923589617851
"ENSMUSG00000101849",13.6387374021136,-0.336625865102665,0.52157168011436,-0.645406715772713,0.518663652458194,0.999923589617851
"ENSMUSG00000026047",133.792085358246,-0.206533607938549,0.203496710727251,-1.01492356903679,0.310142262248976,0.999923589617851
"ENSMUSG00000091476",93.5542805148128,0.617379945307404,0.3144466105978,1.96338559392863,0.0496013864711271,0.999923589617851
"ENSMUSG00000104097",41.1403964984784,-0.156431175004301,0.280783487337577,-0.557123841175991,0.577442819435831,0.999923589617851
"ENSMUSG00000102493",14.1537096301729,1.28643014960047,0.632003646149298,2.03547899990529,0.0418026994761603,0.999923589617851
"ENSMUSG00000004872",2.14882407638323,0.814478296673103,1.95152683268149,0.417354392998006,0.676419208561512,0.999923589617851
"ENSMUSG00000118426",11.916842799613,0.916649170971205,0.619520656643221,1.47961034251534,0.138977264784218,0.999923589617851
"ENSMUSG00000041684",485.793796960536,-0.113403028736239,0.119644161561708,-0.947835876452275,0.343213013280178,0.999923589617851
"ENSMUSG00000032908",298.147809289641,-0.0473064121558556,0.136053108009295,-0.347705486835506,0.728061375600358,0.999923589617851
"ENSMUSG00000099561",1.60918657954054,-0.502633098227845,2.02964199455136,-0.247646185670764,0.80440817254365,0.999923589617851
"ENSMUSG00000026502",698.107121726109,0.0346356989891518,0.109057053826939,0.3175924690219,0.750794087456977,0.999923589617851
"ENSMUSG00000070489",2.96233227954775,-0.247559554138312,1.02756507487146,-0.240918614491913,0.809618194720768,0.999923589617851
"ENSMUSG00000104126",5.25811704073791,-1.31165176547255,0.770549606491866,-1.70222884344098,0.0887124777823328,0.999923589617851
"ENSMUSG00000086350",109.946188818471,0.232304261653792,0.163358497993545,1.42205189510846,0.155011186241981,0.999923589617851
"ENSMUSG00000026500",15.4495512364612,0.0544847394789958,0.412260468723834,0.132160960393935,0.894856979292093,0.999923589617851
"ENSMUSG00000026048",699.032044451795,0.0489922898474364,0.117194134953769,0.418043871109785,0.675915041693695,0.999923589617851
"ENSMUSG00000046828",1.53071501619399,-0.15932235077202,2.08881629117993,-0.0762739889787158,0.939201119335218,0.999923589617851
"ENSMUSG00000101567",1.06831433253349,1.14933378530252,2.54503491318225,0.451598435585081,0.651558297229922,0.999923589617851
"ENSMUSG00000026245",1405.71429195526,-0.107223846546704,0.0813733138961801,-1.31767825854438,0.18761137563406,0.999923589617851
"ENSMUSG00000101798",2.44439910519731,1.09846115936619,1.26147187985759,0.870777364843193,0.383875726644334,0.999923589617851
"ENSMUSG00000104018",25.0641744969186,0.0391589608938648,0.549321356392195,0.0712860704179626,0.943170081220371,0.999923589617851
"ENSMUSG00000090486",3.77553503682626,-0.36687826498604,1.16324238823429,-0.315392792333618,0.752463438682102,0.999923589617851
"ENSMUSG00000026482",3084.59284690101,0.040175336468964,0.0916185555910826,0.438506547170171,0.661019125117294,0.999923589617851
"ENSMUSG00000086145",3.52951240014482,0.964257106363152,1.38010836588514,0.69868216887789,0.484750679826668,0.999923589617851
"ENSMUSG00000080950",9.9934965454547,0.560257996936444,0.521271890267987,1.07479034913702,0.2824686022328,0.999923589617851
"ENSMUSG00000099868",2.17187362146585,0.843867322362246,1.23101368362833,0.685506045615192,0.493024646993563,0.999923589617851
"ENSMUSG00000055547",6.70533474560529,-0.123922338121308,1.17777557937211,-0.105217275932459,0.91620340260059,0.999923589617851
"ENSMUSG00000012187",2.24771548554807,0.804078470487307,1.19890391577749,0.670677991710337,0.502425686098435,0.999923589617851
"ENSMUSG00000008475",2984.63485886947,-0.00497533440089906,0.0812681092038122,-0.0612212397906469,0.951183014551547,0.999923589617851
"ENSMUSG00000099364",0.798680119339641,-1.26694529619616,2.31357739085007,-0.547613103934531,0.583957589782058,0.999923589617851
"ENSMUSG00000056870",83.603415628979,-0.0940851709261572,0.213087770749542,-0.441532475539118,0.658827556178471,0.999923589617851
"ENSMUSG00000102319",1.65903322848635,1.54950580186139,1.81031490839061,0.855931636357632,0.392035594641865,0.999923589617851
"ENSMUSG00000039630",12586.6469202419,0.0377242609476124,0.108972940950292,0.346180075701732,0.729207387366039,0.999923589617851
"ENSMUSG00000104279",95.539606749985,-0.0752051949848056,0.235547926539373,-0.319277677752067,0.749515958156852,0.999923589617851
"ENSMUSG00000026495",302.285270796744,0.0694321298598136,0.135382787245206,0.512857884466937,0.608050735486662,0.999923589617851
"ENSMUSG00000032883",3205.13761958136,-0.252871320468456,0.0955209443438592,-2.64728664698039,0.00811405421664912,0.999923589617851
"ENSMUSG00000026480",163.551618323328,-0.138146779859992,0.195029767526843,-0.708336894474214,0.478736070787302,0.999923589617851
"ENSMUSG00000026494",541.857616671824,0.183838914816863,0.201362956670161,0.912972861825805,0.361256814658504,0.999923589617851
"ENSMUSG00000025915",400.824625131274,-0.0589273917620982,0.125890905029099,-0.468082994148603,0.639725239991051,0.999923589617851
"ENSMUSG00000089713",3.63122962917592,-0.0612027549876138,1.32054895978984,-0.0463464489778206,0.963034118130692,0.999923589617851
"ENSMUSG00000079470",251.925382708373,0.202225404894143,0.224810876964013,0.899535679167848,0.368367400170848,0.999923589617851
"ENSMUSG00000099377",2.41527201647008,1.76749633070702,1.13271876768989,1.56040173529721,0.118664975022331,0.999923589617851
"ENSMUSG00000047330",60.2013969569319,0.303033165641682,0.277977534188837,1.09013545474443,0.275653480446278,0.999923589617851
"ENSMUSG00000072978",1.31600810046953,0.542638332049837,2.07667098705385,0.261302023976207,0.79385960587055,0.999923589617851
"ENSMUSG00000050711",5398.19192555325,0.086689135564877,0.112078535906481,0.773467772966011,0.439245594158223,0.999923589617851
"ENSMUSG00000055067",1171.92458692066,0.0923688292886723,0.101222409013038,0.912533402329663,0.361487994296017,0.999923589617851
"ENSMUSG00000054702",77.8871216025325,0.280271830387628,0.210938615216501,1.32868906008492,0.183950575676405,0.999923589617851
"ENSMUSG00000026492",450.663685013274,0.00735231690363443,0.131893103282752,0.0557445137057131,0.955545337802178,0.999923589617851
"ENSMUSG00000038949",1158.33995357922,0.0554657274167523,0.0878556831288887,0.631327712009037,0.527826270926926,0.999923589617851
"ENSMUSG00000026043",193.826386807081,0.232069278808504,0.214401520385331,1.08240500529763,0.27907260518265,0.999923589617851
"ENSMUSG00000046101",8.61949674798412,0.579670175778194,0.683325018057622,0.848308141016012,0.396266384919753,0.999923589617851
"ENSMUSG00000098234",322.624985364508,-0.0260951076370333,0.160193767680835,-0.162897146467173,0.870599417609163,0.999923589617851
"ENSMUSG00000093178",1.53838744890817,-0.905714334228468,1.37703597380681,-0.657727431567838,0.5107132922369,0.999923589617851
"ENSMUSG00000099032",7.29020694779593,0.67345730360183,0.622517820179618,1.08182815297964,0.279328894458424,0.999923589617851
"ENSMUSG00000038936",2866.63923362694,0.149497731347988,0.0886360555571717,1.68664693400712,0.0916712615259263,0.999923589617851
"ENSMUSG00000042772",3195.87649741448,-0.00520568650547711,0.0732742998899002,-0.0710438245510229,0.943362876637061,0.999923589617851
"ENSMUSG00000100394",6.05109634791994,0.238088173289335,0.839097210413591,0.283743254457945,0.776607144158442,0.999923589617851
"ENSMUSG00000087236",6.28983452581967,-0.877685684078878,0.953457514742815,-0.92052941060056,0.357296171128997,0.999923589617851
"ENSMUSG00000026042",216.524842922004,0.0258598869564673,0.172393025876942,0.150005412486504,0.880760345033139,0.999923589617851
"ENSMUSG00000104476",0.848712998287235,3.14780240986156,2.50589729137994,1.25615779253592,0.209058766152086,0.999923589617851
"ENSMUSG00000073643",1224.32935771719,-0.00255760072145662,0.0931814265593123,-0.0274475377325184,0.978102782887008,0.999923589617851
"ENSMUSG00000025916",19.5930703300252,0.448419977874167,0.487319908360054,0.920175782235546,0.357480907676215,0.999923589617851
"ENSMUSG00000026248",615.032264310604,-0.0188884535405841,0.118012873274715,-0.160054178976008,0.872838395633115,0.999923589617851
"ENSMUSG00000026249",3961.75083319616,-0.144212887725577,0.103130711611093,-1.39835055409494,0.162007823695566,0.999923589617851
"ENSMUSG00000042751",4710.11331501348,0.0924281562944497,0.0715042721972784,1.29262425102996,0.196141047906374,0.999923589617851
"ENSMUSG00000067106",1.48609306389542,-1.14847063700682,1.62790140313963,-0.705491521041652,0.48050440671097,0.999923589617851
"ENSMUSG00000099969",1.22722464086103,2.2438025411288,2.1196280296989,1.05858316161612,0.289789658794557,0.999923589617851
"ENSMUSG00000100397",0.88419391572749,1.71489186614611,2.9782900111517,0.575797474297328,0.564752080914269,0.999923589617851
"ENSMUSG00000099552",0.904108053617782,0.830255608973647,2.29636225178883,0.361552541776407,0.71768643475563,0.999923589617851
"ENSMUSG00000043230",1.98055503619543,-0.764349364624367,1.69863946355214,-0.449977397219998,0.652726738481958,0.999923589617851
"ENSMUSG00000103404",1.21285226418998,1.80641029461966,2.12756708970126,0.849049744830048,0.395853612737442,0.999923589617851
"ENSMUSG00000026491",1126.84994410513,0.00402511190260637,0.125949757799398,0.0319580757671423,0.974505484496788,0.999923589617851
"ENSMUSG00000025917",1992.36079688763,0.00805450584714129,0.095687261063068,0.0841753202846147,0.932917040094628,0.999923589617851
"ENSMUSG00000025995",716.323381979226,-0.111252773007833,0.0878506810492614,-1.2663848666745,0.205375326256745,0.999923589617851
"ENSMUSG00000026479",457.03676733338,0.16731793026364,0.14585854929517,1.14712460169231,0.251330127458677,0.999923589617851
"ENSMUSG00000084817",32.8832308365378,-0.110995077153588,0.488719868523367,-0.227113903694875,0.820335172936676,0.999923589617851
"ENSMUSG00000004364",3092.22120137133,-0.030657515104951,0.0871638079230175,-0.351722989569565,0.725046017692957,0.999923589617851
"ENSMUSG00000103076",8.74223300904537,0.448091102424198,0.887106795619139,0.505115172870997,0.613477945081221,0.999923589617851
"ENSMUSG00000103525",4.98229991300478,0.319170769885676,1.09858990968078,0.290527672858763,0.771412583392344,0.999923589617851
"ENSMUSG00000101722",2.23157892555915,2.11635921272316,1.68166086206728,1.2584934694392,0.208213347517136,0.999923589617851
"ENSMUSG00000026478",1112.03764352103,0.0915814705800207,0.130385326188989,0.702390930458514,0.482435399800349,0.999923589617851
"ENSMUSG00000103818",8.40572793192379,-0.425990932557648,0.847669182400857,-0.502543847767489,0.615285016843966,0.999923589617851
"ENSMUSG00000079138",5.06504731947922,5.70120946185634,1.40357190988759,4.06192901246714,4.86688780797295e-05,0.141723772968172
"ENSMUSG00000073538",8.12107050875818,-0.38383571020222,0.784305000758878,-0.489395974564523,0.62456138541013,0.999923589617851
"ENSMUSG00000042708",53.7419402511292,-0.140482785026756,0.28474375074252,-0.493365647746168,0.621754250473165,0.999923589617851
"ENSMUSG00000064435",0.941420516754785,3.29568045712577,2.41208640597349,1.36631940255709,0.171838733672374,0.999923589617851
"ENSMUSG00000103543",5.10335403318484,-0.583790854584526,0.80595035894202,-0.724350883534409,0.468850345583144,0.999923589617851
"ENSMUSG00000041144",131.378126645388,-0.25837262810895,0.211855621704149,-1.21956937479696,0.222628161901198,0.999923589617851
"ENSMUSG00000042699",2304.44760366936,0.135481051899063,0.151541425025812,0.894019914858172,0.371311235959756,0.999923589617851
"ENSMUSG00000101262",1.7601640286457,1.33152030409352,1.68533784269226,0.790061357648307,0.429491935865332,0.999923589617851
"ENSMUSG00000042684",105.290117002827,-0.12026901000825,0.210554379655815,-0.571201654436487,0.567862956875306,0.999923589617851
"ENSMUSG00000099858",2.43538290886003,2.19005485547299,1.32194621555328,1.65668983329732,0.0975821995242638,0.999923589617851
"ENSMUSG00000101337",260.14436239859,-0.328648930803926,0.150841726208766,-2.17876670510303,0.029349003528892,0.999923589617851
"ENSMUSG00000025986",6113.41487474318,-0.00954245640060804,0.107190755630614,-0.0890231283889064,0.929063529297289,0.999923589617851
"ENSMUSG00000100213",223.464812734024,-0.407924647466044,0.179830181510122,-2.26838812061747,0.0233055611796758,0.999923589617851
"ENSMUSG00000103129",2.33432224696255,1.89514426956336,1.99994033870767,0.947600402313984,0.34333292129462,0.999923589617851
"ENSMUSG00000081185",1.66491288376564,2.13152521361815,1.6414151253097,1.29858996712729,0.194084682905815,0.999923589617851
"ENSMUSG00000104067",2.06899204445327,-1.2021131106402,1.50929984509212,-0.796470704313115,0.425758496628603,0.999923589617851
"ENSMUSG00000100033",3.04086044166053,-0.17384041438566,1.17555870083109,-0.147878973855376,0.882438282181181,0.999923589617851
"ENSMUSG00000056763",968.25607604069,-0.137174651799606,0.111325660022728,-1.23219257601168,0.217877155880198,0.999923589617851
"ENSMUSG00000102356",1.22184512223299,2.2239958690091,2.17462063775791,1.02270521597832,0.306447244474049,0.999923589617851
"ENSMUSG00000042671",2983.30679832208,0.0763995440039601,0.097557626791615,0.78312220701259,0.433555351651852,0.999923589617851
"ENSMUSG00000100945",1.1457298138898,2.17788680770325,1.88012786567329,1.15837164453883,0.2467124055099,0.999923589617851
"ENSMUSG00000102404",1.87634025276264,0.484368513796854,1.72408686807688,0.28094205852698,0.778754841153255,0.999923589617851
"ENSMUSG00000100334",3.62762276187529,1.08933009278686,1.3999370398336,0.778127917035715,0.43649360631441,0.999923589617851
"ENSMUSG00000026109",1852.38451948567,0.0447571995007165,0.102114986254308,0.43830196861852,0.661167399058456,0.999923589617851
"ENSMUSG00000026475",329.714081834161,0.155854774249939,0.172905333111324,0.901387895014166,0.367382115247711,0.999923589617851
"ENSMUSG00000099568",1.39345557087998,-0.309224688984698,1.82363136789829,-0.169565348802415,0.865351975499606,0.999923589617851
"ENSMUSG00002075527",1.56447416893621,1.56344921624743,1.68140639496529,0.92984612222776,0.352450762114866,0.999923589617851
"ENSMUSG00000101242",2.47444730408822,1.83429083557089,1.55319650425296,1.180977957746,0.237611479857734,0.999923589617851
"ENSMUSG00000099924",14.1791585215906,0.909429474499645,0.822502821368232,1.1056855379375,0.26886265177887,0.999923589617851
"ENSMUSG00000099625",19.9980917576349,0.647884658241007,0.613023300932091,1.05686791555217,0.290571873162874,0.999923589617851
"ENSMUSG00000101799",16.1997138487959,0.8399701952758,0.399075483293792,2.10479027261474,0.035309568290928,0.999923589617851
"ENSMUSG00000045954",234.780254346663,-0.400882588376398,0.138847251465675,-2.88722019445593,0.00388662125622082,0.96240500170798
"ENSMUSG00000099741",1.41914560283457,0.432803283358189,1.83506398934355,0.235851875395917,0.813547612669728,0.999923589617851
"ENSMUSG00000066800",261.091455426139,-0.0221620536329081,0.184025417379818,-0.120429307801361,0.904143076079309,0.999923589617851
"ENSMUSG00000100183",10.3031088090126,-0.115906010007095,0.728449182009515,-0.159113377939906,0.873579548423345,0.999923589617851
"ENSMUSG00000067851",2534.45383227462,0.0266600452519924,0.123351773631983,0.216130214159157,0.828886248756887,0.999923589617851
"ENSMUSG00002076532",1.7813446590031,-0.528148119348886,1.41174529555588,-0.374110061504349,0.708322433344773,0.999923589617851
"ENSMUSG00000102556",3.2709700874673,1.24374338490717,1.44045240303117,0.863439418261886,0.387895914595245,0.999923589617851
